language,term,translation,parent,status
Spanish,almuerzas,(?) are you having lunch; (?) do you have lunch; lunch,,1
Spanish,almorzamos,(we) eat lunch; (we) have lunch; (we) are having lunch,,1
Spanish,prueban,try; touch; (they) try,,1
Spanish,pruebo,try; touch; essay,,1
Spanish,probamos,(we) try; (we) are trying; try,,1
Spanish,prueba,try; touch; quiz,,1
Spanish,almorzar,to have lunch; (to) have elevenses; (to) have a mid-morning snack,,1
Spanish,almuerzan,(they) eat lunch; (they) are having lunch; (you) have lunch,,1
Spanish,probar,to try; (to) try on; (to) prove,,1
Spanish,salgo,(I) leave; I'm leaving; leaving,,1
Spanish,temprano,early,,1
Spanish,semanas,weeks; allowances; pocket money,,1
Spanish,sale,departs; issues; (he) is leaving,,1
Spanish,levantarse,to get up; (to) take (oneself); (to) pinch (oneself),,1
Spanish,te pones,(you) put on; (you) wear; (?) are you putting on,,1
Spanish,me pongo,(I) am putting on; I'm putting on; (I) put on,,1
Spanish,cada,every; each,,1
Spanish,se pone,(he) puts on; (she) puts on; (?) is she putting on,,1
Spanish,ponerse,to put on; (to) take (oneself); (to) fit (oneself),,1
Spanish,ducharse,(to) shower; (to) take a shower; shower,,1
Spanish,antes,before; previously; first,,1
Spanish,después,after; next; afterward,,1
Spanish,solo,by itself; by myself; by yourself,,1
Spanish,cosa,thing,,1
Spanish,diario,paper; daily; newspaper,,1
Spanish,tomo,(I) drink; drink; (I) am taking,,1
Spanish,hago,made; (I) make; make,,1
Spanish,hacer,to do; (to) do; (to) make,,1
Spanish,cena,dinner; supper,,1
Spanish,tarea,homework; assignment; task,,1
Spanish,desayuno,breakfast; (I) eat breakfast,,1
Spanish,haces,(you) make; (?) are you doing; made,,1
Spanish,almuerzo,lunch; (I) eat lunch,,1
Spanish,me ayudas,(you) help me; (?) can you help me; (?) will you help me,,1
Spanish,nos ayudan,(they) help us,,1
Spanish,me enseña,(she) is teaching me; (he) teaches me; (he) is teaching me,,1
Spanish,idioma,language,,1
Spanish,alemán,German,,1
Spanish,curso,course; class; grade,,1
Spanish,te necesito,(I) need you,,1
Spanish,nos llamas,call us,,1
Spanish,me ama,(she) loves me,,1
Spanish,me llaman,(they) call me,,1
Spanish,nos escuchan,(they) listen to us,,1
Spanish,te llamamos,(we) call you,,1
Spanish,nos visita,(she) is visiting us; (he) visits us; (he) is visiting us,,1
Spanish,te conozco,(I) know you,,1
Spanish,nos conocen,(they) know us; they've known us,,1
Spanish,me necesita,(she) needs me; (he) needs me,,1
Spanish,me conoce,(he) knows me; (you) know me; (she) knows me,,1
Spanish,te visitan,(they) visit you,,1
Spanish,me escucha,(he) listens to me; (she) listens to me; (you) listen to me,,1
Spanish,te compra,(she) buys you; (he) buys you,,1
Spanish,nos compra,(he) buys us; (she) buys us,,1
Spanish,me compra,(she) buys me; (he) is buying me; (he) buys me,,1
Spanish,te,your; you; yourself,,1
Spanish,nos,we; for us; ourselves,,1
Spanish,me,myself; I; me,,1
Spanish,muñeca,doll; wrist,,1
Spanish,ganas,(you) win; (you) earn; make,,1
Spanish,de verdad,real; for real; really,,1
Spanish,miedo,scared; fear; afraid,,1
Spanish,sueño,tired; dream; sleepy,,1
Spanish,bailar,(to) dance; how to dance; dancing,,1
Spanish,animal,animal,,1
Spanish,calor,hot; warm; heat,,1
Spanish,puesto,(I) have on; put; on,,1
Spanish,frío,cold; (I) fry; (I) waste,,1
Spanish,largo,long,,1
Spanish,veinticuatro,twenty-four,,1
Spanish,veintitrés,twenty-three,,1
Spanish,jugos,juices,,1
Spanish,hambre,hunger; hungry,,1
Spanish,veinticinco,twenty-five,,1
Spanish,sed,thirsty; thirst,,1
Spanish,pizza,pizza,,1
Spanish,veintiuno,twenty-one; twenty first,,1
Spanish,veintidós,twenty-two,,1
Spanish,señoritas,ladies; girls; young ladies,,1
Spanish,jóvenes,young; young people; young women,,1
Spanish,veintiún,twenty-one,,1
Spanish,cuántos años,how old,,1
Spanish,adulto,adult,,1
Spanish,tele,TV; television; telly,,1
Spanish,enseñar,(to) teach; teach; taught,,1
Spanish,amar,(to) love; love,,1
Spanish,ver,saw; (to) look; watching,,1
Spanish,usualmente,usually; normally,,1
Spanish,llamar,calling; hails; telephone,,1
Spanish,ayudar,help; assist; helping,,1
Spanish,alguno,any; some (people); one,,1
Spanish,pueblos,towns; peoples; small town,,1
Spanish,gente,people; good; kind,,1
Spanish,lugar,location; place; stood,,1
Spanish,parte,part; leaves; some,,1
Spanish,visitar,(to) visit; visiting; visit,,1
Spanish,conozco,know; I'm familiar with; (I) know,,1
Spanish,conocer,to meet; know; (to) know,,1
Spanish,país,country; land,,1
Spanish,conoces,(you) know; (?) are you familiar with; (?) have you known,,1
Spanish,río,Rio; (I) am laughing; river,,1
Spanish,pelota,ball,,1
Spanish,caballo,horse; horses,,1
Spanish,montar,riding; (to) ride; ride,,1
Spanish,normalmente,normally; usually,,1
Spanish,a nosotros,us,,1
Spanish,tiempo,time; to play for time; weather,,1
Spanish,pasar,passing; go; spending,,1
Spanish,a él,he,,1
Spanish,tenis,tennis; plimsoll; running shoe,,1
Spanish,a ti,you,,1
Spanish,a mí,i; me,,1
Spanish,zoológico,zoo,,1
Spanish,para él,in his opinion,,1
Spanish,les gusta,(?) do they like; (they) like; like,,1
Spanish,para ella,in her opinion,,1
Spanish,les encanta,(?) do they love; (they) love; loves,,1
Spanish,aquel,that,,1
Spanish,inteligentes,intelligent; smart,,1
Spanish,persona,person,,1
Spanish,estudioso,studious,,1
Spanish,perezoso,lazy,,1
Spanish,responsable,responsible; reliable,,1
Spanish,rubio,blond,,1
Spanish,moreno,darker; dark-haired; brunette,,1
Spanish,amarillo,yellow,,1
Spanish,guapo,good-looking; handsome; dressed-up,,1
Spanish,negro,black,,1
Spanish,sucio,dirty,,1
Spanish,abierto,made; open; raised,,1
Spanish,limpio,wash; clearer; I am cleaning,,1
Spanish,felices,happy,,1
Spanish,tristes,sad,,1
Spanish,nervioso,nervous; tense,,1
Spanish,emocionados,excited,,1
Spanish,diecisiete,seventeen; number seventeen,,1
Spanish,dieciséis,sixteen,,1
Spanish,veinte,twenty; (number) twenty,,1
Spanish,en efectivo,with cash,,1
Spanish,diecinueve,nineteen; number nineteen,,1
Spanish,dieciocho,eighteen; number eighteen,,1
Spanish,tarjeta de crédito,credit card; credit,,1
Spanish,cuesta,is; it's hard; (it) is,,1
Spanish,cuestan,(they) cost; (?) do they cost; are,,1
Spanish,trece,thirteen; (number) thirteen,,1
Spanish,quince,fifteen; (number) fifteen,,1
Spanish,catorce,fourteen,,1
Spanish,dólar,dollar,,1
Spanish,peso,(I) weigh out; shot; weight,,1
Spanish,me puedo probar,(?) can I try on,,1
Spanish,precio,price; charge; deal,,1
Spanish,talla,size; carve,,1
Spanish,probador,fitting room,,1
Spanish,buscar,to look for; (to) look for; (to) look up,,1
Spanish,ti,you; yourself,,1
Spanish,cierra,(you) close; (?) does it close; lock,,1
Spanish,de compras,shopping,,1
Spanish,abre,(it) opens; (?) does it open; open,,1
Spanish,mí,me,,1
Spanish,películas,movies; films,,1
Spanish,menor,little; younger; youngest,,1
Spanish,mayor,elderly; old; biggest,,1
Spanish,marido,husband,,1
Spanish,nos encanta,we love; love,,1
Spanish,escuchar,hear; (to) listen; (to) listen to,,1
Spanish,tocar,to play; to touch; (to) touch,,1
Spanish,nos gusta,(we) like; like,,1
Spanish,conciertos,concerts; concert,,1
Spanish,guitarra,guitar,,1
Spanish,piano,piano,,1
Spanish,baloncesto,basketball,,1
Spanish,le encanta,loves; (he) loves; (?) do you love,,1
Spanish,le gusta,(he) likes; likes; (?) do you like,,1
Spanish,deporte,sport; sports,,1
Spanish,se llaman,(?) are the names of; their names are; (they) are called,,1
Spanish,padres,parents; fathers,,1
Spanish,familias,families,,1
Spanish,nuestro,our; ours,,1
Spanish,postre,dessert,,1
Spanish,sopa,soup,,1
Spanish,frito,fried; fry,,1
Spanish,patata,potato,,1
Spanish,blanco,white,,1
Spanish,botella,bottle,,1
Spanish,tinto,red,,1
Spanish,otro,other; another one; another,,1
Spanish,bebida,drink,,1
Spanish,puede traer,(?) can you bring,,1
Spanish,plato,dish; course; plate,,1
Spanish,tenedor,fork,,1
Spanish,cuchillo,knife,,1
Spanish,cuchara,spoon,,1
Spanish,quisiera,(I) would like; (I) wish; wanted,,1
Spanish,frijol,food; bean,,1
Spanish,menús,menus,,1
Spanish,cerveza,beer,,1
Spanish,teléfonos,phones; telephones,,1
Spanish,celulares,cell phones,,1
Spanish,debajo,under,,1
Spanish,jardín,garden; yard,,1
Spanish,planta,plants; plant; floor,,1
Spanish,limpiar,to clean; (to) ice; (to) clear,,1
Spanish,sobre,on; about; on top of,,1
Spanish,pintar,to paint; to draw; paint,,1
Spanish,estantería,bookcase; bookshelf; shelf,,1
Spanish,silla,chair,,1
Spanish,tenemos,we're having; (we) are; (?) do we have,,1
Spanish,tienen,(they) are; (?) is there; make,,1
Spanish,ventana,window,,1
Spanish,habitación,room; bedroom,,1
Spanish,hay,there is; there are; there's,,1
Spanish,cocina,(he) is cooking; (you) cook; kitchen,,1
Spanish,moderno,modern; fashionable,,1
Spanish,dormitorio,room; bedroom; dormitory,,1
Spanish,cama,bed,,1
Spanish,nevera,fridge; refrigerator,,1
Spanish,sala,lounge; living room; room,,1
Spanish,se levanta,(he) gets up; (?) does he get up; (?) are you getting up,,1
Spanish,a qué hora,when; (?) what time,,1
Spanish,te duchas,(?) do you shower; (you) shower; (?) are you showering,,1
Spanish,te levantas,(you) get up; (you) are getting up; (?) do you get up,,1
Spanish,doce,twelve; number twelve,,1
Spanish,once,eleven; number eleven,,1
Spanish,se ducha,(she) showers; (he) showers; showers,,1
Spanish,me ducho,(I) shower; shower,,1
Spanish,me levanto,(I) get up,,1
Spanish,tiene que,(you) have to; (he) needs to; (she) must,,1
Spanish,tienes que,(you) need; (you) have to; (you) must,,1
Spanish,tengo que,(I) need to; (I) have to; have,,1
Spanish,domingos,Sundays; Sunday; Sabbath,,1
Spanish,hora,hour; time,,1
Spanish,vamos,let's; we're going; (we) are going,,1
Spanish,mirar,to look; (to) look at; (to) watch,,1
Spanish,van,(you) go; go; (they) will,,1
Spanish,sábados,Saturdays; Saturday; Sabbath,,1
Spanish,televisión,television; TV,,1
Spanish,media,meant; average; thirty,,1
Spanish,días,days,,1
Spanish,vas,(you) go; go; (you) are going,,1
Spanish,a menudo,often,,1
Spanish,va,is; there is going to; (she) goes,,1
Spanish,voy,go; I will leave; going,,1
Spanish,todo,all; whole; everybody,,1
Spanish,cine,theater; movie theater; cinema,,1
Spanish,noche,night; evening,,1
Spanish,perros,dogs,,1
Spanish,música,music; composer; harmonica,,1
Spanish,viejo,old; old man,,1
Spanish,chico,boy; small,,1
Spanish,dibujar,to draw; draw; to sketch,,1
Spanish,nadar,to swim; swimming; swim,,1
Spanish,me encanta,love,,1
Spanish,correr,to run; run; to race,,1
Spanish,jugar,to play; (to) play with; (to) game,,1
Spanish,te encanta,(?) do you love; love,,1
Spanish,piscina,pool; swimming pool,,1
Spanish,te gusta,(you) like; (?) do you like; you,,1
Spanish,pero,but; only,,1
Spanish,algo,something; anything; a little,,1
Spanish,me gusta,(I) like; like,,1
Spanish,porque,because,,1
Spanish,chocolate,chocolate,,1
Spanish,pastel,cake,,1
Spanish,salen,(they) go out; (they) leave; (?) do they leave,,1
Spanish,compramos,(?) are we buying; (we) bought; (we) buy,,1
Spanish,aprendemos,(we) learn; learn; (we) are learning,,1
Spanish,salimos,(we) went out; (we) go out; leave,,1
Spanish,salir,to leave; to go out; to come out,,1
Spanish,compran,(they) buy; get; (they) are buying,,1
Spanish,aprenden,(they) learn; (they) are learning; (?) are you learning,,1
Spanish,abrimos,(we) open; we; (we) opened,,1
Spanish,abren,drive; get; (they) are opening,,1
Spanish,beben,(?) are they drinking; (they) drink; drinks,,1
Spanish,tomamos,(?) should we have; made; we're drinking,,1
Spanish,trabajamos,work; (we) worked; (we) work,,1
Spanish,toma,(she) takes; takes; (he) takes,,1
Spanish,trabajan,(?) do they work; work; they've worked,,1
Spanish,leen,(they) read; (you) are reading; (?) do you read,,1
Spanish,viven,(?) do you live; (they) live; are living,,1
Spanish,abrir,to open; (to) open out; (to) open up,,1
Spanish,escriben,(they) are writing; (?) do you write; (they) write,,1
Spanish,verano,summer; summertime,,1
Spanish,junto,next; along; together,,1
Spanish,restaurantes,restaurants,,1
Spanish,arroz,rice,,1
Spanish,comen,(?) do you eat; (?) are you eating; (they) eat,,1
Spanish,quieren,(they) want; (?) do you want; want,,1
Spanish,comida,eaten; food; meal,,1
Spanish,pollo,chicken,,1
Spanish,bueno,well; all right; anyway,,1
Spanish,escribimos,(we) wrote; write; (we) write,,1
Spanish,casas,houses; homes; you quash,,1
Spanish,correos electrónicos,emails,,1
Spanish,vivimos,live; (we) lived; (we) have lived,,1
Spanish,tarde,late; afternoon; evening,,1
Spanish,comemos,(we) eat; (we) are eating; (?) do you eat,,1
Spanish,sándwiches,sandwiches,,1
Spanish,caminar,to walk; walk,,1
Spanish,leemos,(we) are reading; (we) read; read,,1
Spanish,queremos,want; (we) want; love,,1
Spanish,periódico,newspaper; daily newspaper,,1
Spanish,playa,beach; beaches,,1
Spanish,izquierda,left,,1
Spanish,tomar,to take; (to) take in; (to) have,,1
Spanish,derecha,right; right hand; right-hand,,1
Spanish,metro,meters; meter; subway,,1
Spanish,al lado,next to,,1
Spanish,están,you are; are; (they/you-plural) are,,1
Spanish,lejos,far; far away; by far,,1
Spanish,puerta,door; gate,,1
Spanish,parada,stops; stop; caught,,1
Spanish,del,of the; to the,,1
Spanish,al,to the; with; your,,1
Spanish,estamos,have been (since); (?) are we; (we) are,,1
Spanish,parque,park; parks; parked,,1
Spanish,cerca,close; near; nearby,,1
Spanish,viajar,to travel; travel,,1
Spanish,ir,to go; (to) go; (to) go out,,1
Spanish,cerca de,close to,,1
Spanish,estación,station; stations; season,,1
Spanish,mis,my,,1
Spanish,pequeños,little; small; young,,1
Spanish,pequeñas,little; small; tiny,,1
Spanish,necesitan,(you) need; (they) need; need,,1
Spanish,tus,your; your (plural),,1
Spanish,sus,your; his plural; her plural,,1
Spanish,usan,(they) use; (they) are wearing; wear,,1
Spanish,estos,these,,1
Spanish,rojos,red,,1
Spanish,rojas,red,,1
Spanish,estas,these,,1
Spanish,pantalón,trousers; pants,,1
Spanish,necesitamos,(?) do we need; (we) need; need,,1
Spanish,bonitos,beautiful; nice; pretty,,1
Spanish,usamos,(we) used; (we) wear; (we) use,,1
Spanish,nuevas,new; newer; newest,,1
Spanish,nuevos,new; newer; newest,,1
Spanish,bonitas,nice; pretty; beautiful,,1
Spanish,zapato,shoe,,1
Spanish,grandes,big; too big; large,,1
Spanish,interesantes,interesting,,1
Spanish,verdes,green; green (plural); 000 peseta note,,1
Spanish,carteras,purses; wallets; satchels,,1
Spanish,señores,men; gentlemen; sirs,,1
Spanish,señoras,ladies; Mrs.,,1
Spanish,cuántas,how many,,1
Spanish,unas,some; a few; a,,1
Spanish,vacaciones,vacation; vacations,,1
Spanish,unos,some; an; ones,,1
Spanish,cuánto,how much; what; how long,,1
Spanish,muchas,many; a lot of; lots of,,1
Spanish,fines de semana,weekends,,1
Spanish,ustedes,you guys; you; you all,,1
Spanish,muchos,lots of; a lot of; many,,1
Spanish,jugador,player,,1
Spanish,son,(?) are they; are; (they) are,,1
Spanish,hablan,spoken; speaks; speak,,1
Spanish,ellas,they; them,,1
Spanish,universidades,universities; colleges,,1
Spanish,ciudades,cities; towns,,1
Spanish,estudian,(they) are studying; (they) study; investigate,,1
Spanish,ellos,they; them,,1
Spanish,hablamos,(we) speak; (we) are talking; speak,,1
Spanish,nosotras,we; we (feminine); us,,1
Spanish,estudiamos,study; (we) study; (we) studied,,1
Spanish,nosotros,we; us,,1
Spanish,somos,we are; are; be,,1
Spanish,hombres,men,,1
Spanish,mujeres,women; wives,,1
Spanish,me siento,I've been feeling (since); I feel; I'm feeling,,1
Spanish,se siente,(he) feels; (she) feels; (she) is feeling,,1
Spanish,te sientes,(?) do you feel; (?) are you feeling; (you)  feel,,1
Spanish,un poco,slightly; any; kind of,,1
Spanish,otra vez,again,,1
Spanish,bebé,baby,,1
Spanish,sorprendido,surprised; shocked,,1
Spanish,nunca,never,,1
Spanish,a veces,sometimes,,1
Spanish,disfrutar,to enjoy; enjoy,,1
Spanish,dormir,to sleep; sleep; (to) fall asleep,,1
Spanish,mamá,mom; mother,,1
Spanish,papá,dad; father,,1
Spanish,contento,happier; happy; glad,,1
Spanish,también,also; too; as well,,1
Spanish,por qué,why; reason,,1
Spanish,preocupado,anxious; worried; concerned,,1
Spanish,aburrido,boring; bored; uninteresting,,1
Spanish,enojado,annoyed; mad; angry,,1
Spanish,siempre,always; providing (that); provided (that),,1
Spanish,triste,sad; dismal; gloomy,,1
Spanish,contigo,with you,,1
Spanish,conmigo,with me,,1
Spanish,qué tal,how's; (?) how are you; how,,1
Spanish,enfermo,sick; ill,,1
Spanish,emocionar,move; moves,,1
Spanish,ahora,now; a moment ago,,1
Spanish,lee,lees; (she) is reading; read,,1
Spanish,nuevo,new; newer; newest,,1
Spanish,negocio,business; store; deal,,1
Spanish,tener,to have; have,,1
Spanish,correo electrónico,email,,1
Spanish,poco,little; bit; a while,,1
Spanish,cuál,what; which; which one,,1
Spanish,carta,letter; card,,1
Spanish,escribe,(?) does she write; (he) is writing; (you) write,,1
Spanish,escritorio,desk,,1
Spanish,los,the; their; your,,1
Spanish,las,your; the; their,,1
Spanish,mensaje,message; text,,1
Spanish,secretario,secretary; minister,,1
Spanish,jefe,boss; manager,,1
Spanish,inglesa,English,,1
Spanish,española,Spanish,,1
Spanish,nueve,nine,,1
Spanish,diez,ten,,1
Spanish,año,year,,1
Spanish,alta,tall; high,,1
Spanish,simpática,nice,,1
Spanish,bajo,short,,1
Spanish,simpático,nice; sympathetic; pleasant,,1
Spanish,alto,tall; high; high ground,,1
Spanish,baja,turns down; goes down; low,,1
Spanish,mascota,pets; pet; mascot,,1
Spanish,pequeña,little; tiny; small,,1
Spanish,hijos,children; sons,,1
Spanish,pequeño,small ; little ones; shorts,,1
Spanish,su,his; her; your formal,,1
Spanish,bonita,nice; pretty; beautiful,,1
Spanish,italiano,Italian,,1
Spanish,seis,six,,1
Spanish,siete,seven; number seven; tear,,1
Spanish,estudiantes,students; university students; college students,,1
Spanish,preguntas,questions,,1
Spanish,ocho,eight; number eight,,1
Spanish,clases,classes; to have classes; classrooms,,1
Spanish,cinco,five; moment,,1
Spanish,aprendes,(?) are you learning; (you) learn; learn,,1
Spanish,aprende,(she) is learning; (he) learns; (she) learns,,1
Spanish,aprender,to learn; learning; learn,,1
Spanish,aprendo,(I) am learning; learning; (I) learn,,1
Spanish,esta,this,,1
Spanish,bibliotecas,libraries; bookshelves; bookcase,,1
Spanish,cuatro,four; number four; four-stringed guitar,,1
Spanish,computadoras,computers,,1
Spanish,biblioteca,library; bookcase; bookshelves,,1
Spanish,bolígrafos,pens; ballpoint pens,,1
Spanish,libros,books,,1
Spanish,cero,zero; nought; love,,1
Spanish,novio,boyfriend; fiancé; groom,,1
Spanish,pueblo,town; people; small town,,1
Spanish,novia,girlfriend; bride; fiancée,,1
Spanish,médico,doctor,,1
Spanish,ciudad,city; town,,1
Spanish,médica,doctor; medical,,1
Spanish,joven,young; young man; young woman,,1
Spanish,amiga,friend,,1
Spanish,ser,(to) be; be; made,,1
Spanish,dirección,direction; address; setting,,1
Spanish,amigo,friend; buddy; bud,,1
Spanish,número,number; act; constable,,1
Spanish,celular,cell phone; cellphone; cell,,1
Spanish,portugués,Portuguese,,1
Spanish,maestra,teacher,,1
Spanish,camarero,waiter; barman; bellboy,,1
Spanish,camarera,waitress; barmaid; maid,,1
Spanish,Francia,France,,1
Spanish,Inglaterra,England,,1
Spanish,vivir,to live; live; (to) be alive,,1
Spanish,vives,live; (?) do you live; (you) live,,1
Spanish,Europa,Europe,,1
Spanish,vive,(he) lives; live; (?) do you live,,1
Spanish,beber,to drink; drink; drinking,,1
Spanish,vino,wine; (he/she/it/you) came; (he/she/it/you) arrived,,1
Spanish,comer,to eat; eat; eating,,1
Spanish,trabajar,to work,,1
Spanish,trabajo,work; (I) work; jobs,,1
Spanish,oficina,office,,1
Spanish,trabaja,work; (you) are working; (she) is working,,1
Spanish,trabajas,(?) have you been working; (?) do you work; you've worked,,1
Spanish,fábrica,factory; stonework,,1
Spanish,quién,who; who (singular); whom,,1
Spanish,francés,French,,1
Spanish,hablar,to speak; to talk; (to) talk about,,1
Spanish,estudia,(you) study; (she) studies; (?) does he study,,1
Spanish,habla,(he) is speaking; (?) does he speak; speaks,,1
Spanish,fin de semana,weekend,,1
Spanish,disfruta,(you) enjoy; (he) enjoys; (he) is enjoying,,1
Spanish,película,movie; film,,1
Spanish,baile,dance; dance!; dance hall,,1
Spanish,semana,week; allowance; pocket money,,1
Spanish,favorito,favorite,,1
Spanish,divertida,funny; fun,,1
Spanish,fiesta,party; holiday; don't,,1
Spanish,concierto,concert; (I) arrange; (I) agree,,1
Spanish,divertido,fun,,1
Spanish,domingo,Sunday; Sabbath; allowance,,1
Spanish,sábado,Saturday; Sabbath,,1
Spanish,viernes,Friday; Fridays,,1
Spanish,miércoles,Wednesday; Wednesdays,,1
Spanish,béisbol,baseball,,1
Spanish,jueves,Thursday; Thursdays,,1
Spanish,cumpleaños,birthday; birthday party; birthdays,,1
Spanish,día,day,,1
Spanish,qué,what; how,,1
Spanish,partido,game; match; departed,,1
Spanish,mañana,tomorrow; morning; future,,1
Spanish,cuándo,when,,1
Spanish,martes,Tuesday; Tuesdays,,1
Spanish,hoy,today; nowadays,,1
Spanish,lunes,Monday; Mondays,,1
Spanish,fútbol,soccer; football,,1
Spanish,uso,(I) am wearing; (I) am using; (I) use,,1
Spanish,usas,(?) do you use; (?) are you using; (?) do you wear,,1
Spanish,usa,(she) is using; (he) is using; (?) does he wear,,1
Spanish,usar,to use; to wear,,1
Spanish,ayuda,help; (you-formal) help; (he/she/it) helps,,1
Spanish,necesitas,(you) need; (?) do you need; need,,1
Spanish,necesita,(?) does she need; (you) need; (?) does he need,,1
Spanish,quieres,(?) do you want; (you) want; (you) love,,1
Spanish,quiere,mean; wants; (?) do you want,,1
Spanish,banana,banana,,1
Spanish,más,more; any more; most,,1
Spanish,té,tea; tea party,,1
Spanish,mal,unwell; bad; ill,,1
Spanish,ocupada,busy,,1
Spanish,feliz,happy; apt; felicitous,,1
Spanish,te llamas,your name is; (?) is your name,,1
Spanish,se llama,(her) name is; (his) name is; (it) is called,,1
Spanish,ocupado,busy; been on the game; concerned,,1
Spanish,cómo está,how's,,1
Spanish,señor,Mr.; sir; gentleman,,1
Spanish,señorita,lady; miss; Ms.,,1
Spanish,buenas tardes,good afternoon; good evening,,1
Spanish,usted,you; you'll,,1
Spanish,señora,ma'am; woman; lady,,1
Spanish,hasta mañana,see you tomorrow,,1
Spanish,hasta luego,see you later; I'll see you later,,1
Spanish,cansada,tired; made … tired; tired oneself out,,1
Spanish,bien,ok; fine; well-to-do,,1
Spanish,cómo,how's; what; how,,1
Spanish,cansado,tired; made … tired; tired oneself out,,1
Spanish,estoy,I'm; am; I am,,1
Spanish,estás,you are; are; you're,,1
Spanish,mexicano,Mexican,,1
Spanish,cubano,Cuban,,1
Spanish,mexicana,mexican,,1
Spanish,cubana,Cuban,,1
Spanish,nombre,name,,1
Spanish,americana,American,,1
Spanish,España,Spain,,1
Spanish,me llamo,my name is,,1
Spanish,americano,American,,1
Spanish,medicina,medicine,,1
Spanish,universidad,university; college,,1
Spanish,computadora,computer,,1
Spanish,lees,read; (you) are reading; (you) read,,1
Spanish,estudias,(you) study; (?) have you been studyin; (?) do you study,,1
Spanish,escribes,writing; (you) write; (?) are you writing,,1
Spanish,profesor,professor,,1
Spanish,escribo,contribute; (I) write; (I) am writing,,1
Spanish,importante,important,,1
Spanish,estudio,(I) am studying; study; (I) study,,1
Spanish,mucho,a lot,,1
Spanish,comprendo,understand,,1
Spanish,leo,I read; read; Leo,,1
Spanish,escribir,to write,,1
Spanish,pregunta,question,,1
Spanish,leer,to read,,1
Spanish,estudiar,to study,,1
Spanish,problema,problems; matter; trouble,,1
Spanish,estudiante,student,,1
Spanish,difícil,difficult,,1
Spanish,clase,class,,1
Spanish,fácil,easy,,1
Spanish,maestro,teacher,,1
Spanish,examen,exam,,1
Spanish,libro,book,,1
Spanish,escuela,school,,1
Spanish,bolígrafo,pen,,1
Spanish,demasiado,too,,1
Spanish,regalo,gift,,1
Spanish,cinturón,belt,,1
Spanish,reloj,watch; clock,,1
Spanish,favorita,favorite,,1
Spanish,cómoda,dresser; comfortable; convenient,,1
Spanish,cartera,purse; bag; wallet,,1
Spanish,diferente,different,,1
Spanish,abrigo,coat,,1
Spanish,caro,expensive,,1
Spanish,ese,that,,1
Spanish,barato,cheap,,1
Spanish,falda,skirt,,1
Spanish,rojo,red,,1
Spanish,este,this,,1
Spanish,comprar,to buy,,1
Spanish,sombrero,hat,,1
Spanish,gris,gray; grey,,1
Spanish,camiseta,T-shirt,,1
Spanish,vestido,dress,,1
Spanish,marrón,brown,,1
Spanish,camisa,shirt; blouse; top,,1
Spanish,ropa,clothes,,1
Spanish,tienda,store,,1
Spanish,chaqueta,jacket,,1
Spanish,azul,blue,,1
Spanish,verde,green,,1
Spanish,y,and,,1
Spanish,hijo,son,,1
Spanish,interesante,interesting,,1
Spanish,tienes,have; are; there's,,1
Spanish,hija,daughter,,1
Spanish,bicicleta,bicycle,,1
Spanish,vivo,alive; brighter; live,,1
Spanish,abuela,grandmother,,1
Spanish,familia,family,,1
Spanish,perfecto,perfect,,1
Spanish,abuelo,grandfather,,1
Spanish,apartamento,apartment,,1
Spanish,esposo,husband,,1
Spanish,esposa,wife,,1
Spanish,perro,dog,,1
Spanish,hermano,brother,,1
Spanish,bonito,pretty,,1
Spanish,muy,very,,1
Spanish,gato,cat,,1
Spanish,hermana,sister,,1
Spanish,grande,big,,1
Spanish,casa,house,,1
Spanish,carro,car; automobile,,1
Spanish,padre,father; dad,,1
Spanish,elegante,elegant,,1
Spanish,tiene,is; makes; (?) does it have,,1
Spanish,inteligente,intelligent,,1
Spanish,madre,mother,,1
Spanish,o,or,,1
Spanish,pagar,to pay,,1
Spanish,ensalada,salad,,1
Spanish,tomate,tomato,,1
Spanish,quiero,(I) love; (I) want; want,,1
Spanish,cuenta,check,,1
Spanish,sal,salt,,1
Spanish,taza,cup; mug,,1
Spanish,naranja,orange,,1
Spanish,café,coffee,,1
Spanish,vaso,glass,,1
Spanish,jugo,juice,,1
Spanish,sin,absent; without; with no,,1
Spanish,azúcar,sugar,,1
Spanish,carne,meat; pork; beef,,1
Spanish,queso,cheese,,1
Spanish,pescado,fish,,1
Spanish,de,with; made of; off,,1
Spanish,con,with,,1
Spanish,sándwich,sandwich; sandwiches,,1
Spanish,hamburguesa,burger; hamburger,,1
Spanish,dos,two,,1
Spanish,para,for,,1
Spanish,personas,people,,1
Spanish,mesa,table,,1
Spanish,restaurante,restaurant,,1
Spanish,uno,one,,1
Spanish,tres,three,,1
Spanish,supermercado,supermarket,,1
Spanish,cerrado,closed,,1
Spanish,banco,bank; banks,,1
Spanish,calle,street,,1
Spanish,baño,bathroom,,1
Spanish,hospital,hospital; hospitals,,1
Spanish,museo,museum; museums,,1
Spanish,tu,your,,1
Spanish,tren,train,,1
Spanish,autobús,bus,,1
Spanish,aeropuerto,airport,,1
Spanish,boleto,ticket,,1
Spanish,a,to; with; away,,1
Spanish,dinero,money,,1
Spanish,dónde,where,,1
Spanish,reserva,reservation,,1
Spanish,tengo,I've got; is there; I'm having,,1
Spanish,está,it is,,1
Spanish,aquí,here,,1
Spanish,hotel,hotel; hotels,,1
